https://github.com/adobe/asset-share-commons,ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed,core,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsDownloadServletTest.doPost,ID,Accepted,https://github.com/adobe/asset-share-commons/pull/672,issue: https://github.com/adobe/asset-share-commons/issues/673
https://github.com/adobe/asset-share-commons,ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed,core,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImplTest.getZipEntryName,ID,Accepted,https://github.com/adobe/asset-share-commons/pull/672,issue: https://github.com/adobe/asset-share-commons/issues/673
https://github.com/adobe/asset-share-commons,ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed,core,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImplTest.getZipEntryName_GenerateUniqueZipFileNameEntry,ID,Accepted,https://github.com/adobe/asset-share-commons/pull/672,issue: https://github.com/adobe/asset-share-commons/issues/673
https://github.com/adobe/asset-share-commons,ee3ef7051e3ea3eb7f5d904fac177bc56623c6ed,core,com.adobe.aem.commons.assetshare.content.renditions.download.impl.AssetRenditionsZipperImplTest.pack,ID,Accepted,https://github.com/adobe/asset-share-commons/pull/672,issue: https://github.com/adobe/asset-share-commons/issues/673
https://github.com/alibaba/easyexcel,756f16e42fbd7bc5c7fa18426cbc02fc81a42057,.,com.alibaba.easyexcel.test.core.simple.SimpleDataTest.t03SynchronousRead07,OD,Accepted,https://github.com/alibaba/easyexcel/pull/1684,
https://github.com/alibaba/easyexcel,756f16e42fbd7bc5c7fa18426cbc02fc81a42057,.,com.alibaba.easyexcel.test.core.simple.SimpleDataTest.t04SynchronousRead03,OD,Accepted,https://github.com/alibaba/easyexcel/pull/1684,
https://github.com/alibaba/nacos,525672272ecb00cd769a13c7b21a8e51cf873f25,api,com.alibaba.nacos.api.naming.pojo.healthcheck.HealthCheckerFactoryTest.testDeserializeExtend,OD-Vic,Accepted,https://github.com/alibaba/nacos/pull/4384,
https://github.com/alibaba/nacos,63bd28ae9df8a164f5b8e981f4c533a5bce54eee,http,com.alibaba.nacos.common.http.param.QueryTest.testToQueryUrl,ID,MovedOrRenamed,,
https://github.com/alibaba/nacos,a0543adafcfed733c0659454e58b3bcd605008a4,common,com.alibaba.nacos.common.http.param.QueryTest.testToQueryUrl,ID,Opened,https://github.com/alibaba/nacos/pull/7296,
https://github.com/alibaba/nacos,63bd28ae9df8a164f5b8e981f4c533a5bce54eee,utils,com.alibaba.nacos.common.utils.CollectionUtilsTest.testGetMap3,ID,MovedOrRenamed,,
https://github.com/alibaba/nacos,a0543adafcfed733c0659454e58b3bcd605008a4,common,com.alibaba.nacos.common.utils.CollectionUtilsTest.testGetMap3,ID,Accepted,https://github.com/alibaba/nacos/pull/7296,
https://github.com/alibaba/nacos,63bd28ae9df8a164f5b8e981f4c533a5bce54eee,utils,com.alibaba.nacos.common.utils.JacksonUtilsTest.testToJson1,ID,MovedOrRenamed,,
https://github.com/alibaba/nacos,a0543adafcfed733c0659454e58b3bcd605008a4,common,com.alibaba.nacos.common.utils.JacksonUtilsTest.testToJson1,ID,Rejected,https://github.com/alibaba/nacos/pull/8102,
https://github.com/alibaba/nacos,0ac96e1602baf1f516c3c614f13523adb2992e69,common,com.alibaba.nacos.common.utils.JacksonUtilsTest.testToJsonBytes,ID,,,
https://github.com/alibaba/nacos,63bd28ae9df8a164f5b8e981f4c533a5bce54eee,utils,com.alibaba.nacos.common.utils.JacksonUtilsTest.testToJsonBytes1,ID,MovedOrRenamed,,
https://github.com/alibaba/nacos,a0543adafcfed733c0659454e58b3bcd605008a4,common,com.alibaba.nacos.common.utils.JacksonUtilsTest.testToJsonBytes1,ID,Rejected,https://github.com/alibaba/nacos/pull/8102,
https://github.com/alibaba/nacos,f136dde8fae27797156f0ecb9abbe80774beaea4,config,com.alibaba.nacos.config.server.configuration.ConditionDistributedEmbedStorageTest.testMatches,OD-Vic,,,
https://github.com/alibaba/nacos,f136dde8fae27797156f0ecb9abbe80774beaea4,config,com.alibaba.nacos.config.server.configuration.ConditionOnEmbeddedStorageTest.testMatches,OD-Vic,,,
https://github.com/alibaba/nacos,f136dde8fae27797156f0ecb9abbe80774beaea4,config,com.alibaba.nacos.config.server.configuration.ConditionOnExternalStorageTest.testMatches,OD-Vic,,,
https://github.com/alibaba/nacos,f136dde8fae27797156f0ecb9abbe80774beaea4,config,com.alibaba.nacos.config.server.configuration.ConditionStandaloneEmbedStorageTest.testMatches,OD-Vic,,,
https://github.com/alibaba/nacos,f136dde8fae27797156f0ecb9abbe80774beaea4,config,com.alibaba.nacos.config.server.controller.ConfigControllerTest.testDeleteConfig,OD-Vic,,,
